source,web-scraper-order,price,size,location,classification,roads,price per foot
Bahrain Finder,1746268041-2311,115325,389.6,Al Eker,RA,1,27.5
Bahrain Finder,1746268054-2393,79000,266.3,Hamalah,RHA,2,27.5
Bahrain Finder,1746268054-2419,90000,304,Hamalah,RB,1,27.5
Bahrain Finder,1746268058-2450,77000,259.7,Hamalah,RHA,2,27.5
Bahrain Finder,1746268218-3576,47776,161.4,Hamalah,RA,1,27.5
Bahrain Finder,1746268233-3707,110589,373.6,A'ali,RA,1,27.5
Bahrain Finder,1746268233-3708,105054,354.9,A'ali,RA,1,27.5
Property Finder,1746261802-720,91000,308,Shahrakan,RHA,1,27.4
Property Finder,1746264331-1706,110000,373,Bu Kowarah,RB,1,27.4
Property Finder,1746265062-1995,120000,407,Karzakkan,RB,1,27.4
Bahrain Finder,1746267935-1575,98000,331.8,Sadad,RA,1,27.4
Bahrain Finder,1746267939-1607,90000,304.7,Malkiya,RB,1,27.4
Bahrain Finder,1746267960-1749,93000,316,Malkiya,RB,1,27.4
Bahrain Finder,1746267960-1751,103000,351.5,Karzakkan,RB,1,27.4
Bahrain Finder,1746267981-1888,115000,390,Salmabad,RB,1,27.4
Bahrain Finder,1746268045-2339,91000,308.3,Shahrakkan,RHA,1,27.4
Bahrain Finder,1746268083-2604,116000,393.6,Buqwa,RB,1,27.4
Bahrain Finder,1746268230-3661,49000,166.4,Hamalah,RHA,1,27.4
Property Finder,1746261239-498,136500,464,Riffa Al Sharqi,RB,1,27.3
Property Finder,1746261332-535,108000,367,Dumistan,RA,1,27.3
Property Finder,1746261335-536,84500,288,Busaiteen,RA,1,27.3
Property Finder,1746261932-771,190000,647,Al Areen Development,RA,1,27.3
Property Finder,1746262979-1177,112000,381,Karzakkan,RB,1,27.3
Property Finder,1746262986-1180,140000,476,Sadad,RA,1,27.3
Property Finder,1746263458-1365,110000,375,Sanad,RA,1,27.3
Property Finder,1746264818-1898,47000,160,Hamala,RHA,1,27.3
Property Finder,1746264978-1961,88500,301,Hamala,RA,1,27.3
Property Finder,1746265234-2063,97000,330,Sadad,RA,1,27.3
Property Finder,1746265242-2066,97000,330,Sadad,RA,1,27.3
Property Finder,1746265283-2082,50000,170,Hamala,RHA,1,27.3
Bahrain Finder,1746267767-344,56505,192.5,Askar,RA,1,27.3
Bahrain Finder,1746267865-1065,107000,364,Malkiya,RA,2,27.3
Bahrain Finder,1746267951-1673,47017,160,Hamalah,RHA,1,27.3
Bahrain Finder,1746267951-1674,47017,160,Hamalah,RHA,1,27.3
Bahrain Finder,1746267960-1756,110002,374.2,Hawrat Sanad,RA,1,27.3
Bahrain Finder,1746267986-1930,87500,297.3,Karzakkan,RA,1,27.3
Bahrain Finder,1746268020-2154,120000,407.2,Karzakkan,RB,2,27.3
Bahrain Finder,1746268199-3442,49043,167.2,Hamalah,RHA,1,27.3
Bahrain Finder,1746268199-3443,49043,167.2,Hamalah,RHA,1,27.3
Bahrain Finder,1746268199-3444,49043,167.2,Hamalah,RHA,1,27.3
Property Finder,1746263593-1418,128450,439,Tubli,RB,1,27.2
Property Finder,1746264656-1835,110000,376,Budaiya,RHA,1,27.2
Property Finder,1746265064-1996,84000,287,Karzakkan,RA,1,27.2
Property Finder,1746265336-2103,98000,335,Sadad,RA,1,27.2
Bahrain Finder,1746267873-1119,122506,417.9,Sadad,RB,1,27.2
Bahrain Finder,1746267990-1948,78000,266.3,Hamalah,RHA,2,27.2
Bahrain Finder,1746268003-2055,110000,376.3,Sitra,RB,1,27.2
Bahrain Finder,1746268205-3486,92000,315,Karzakkan,RA,1,27.2
Bahrain Finder,1746268222-3611,122533,417.9,Sadad,RA,1,27.2
Property Finder,1746260605-251,120300,413,Tubli,RB,1,27.1
Property Finder,1746261591-637,107000,367,Karzakkan,RB,1,27.1
Property Finder,1746262057-820,92000,315,Karzakkan,RA,1,27.1
Property Finder,1746262444-970,47000,161,Hamala,RHA,1,27.1
Property Finder,1746262473-981,113286,389,Hidd,RA,1,27.1
Property Finder,1746262523-1000,48069,165,Hamala,RHA,1,27.1
Property Finder,1746262915-1152,147819,506,Khamis,RB,1,27.1
Property Finder,1746263419-1349,49500,170,Hamala,RHA,1,27.1
Property Finder,1746263503-1382,108026,371,Galali,RA,1,27.1
Property Finder,1746263554-1402,107000,367,Tubli,RB,1,27.1
Bahrain Finder,1746267828-793,95000,325.7,Hamalah,RHA,2,27.1
Bahrain Finder,1746267893-1272,120000,418,Qalaah,RA,1,27.1
Bahrain Finder,1746267927-1502,90000,308.3,Shahrakkan,RHA,1,27.1
Bahrain Finder,1746268016-2133,132000,462,Bani Jamrah,RB,2,27.1
Bahrain Finder,1746268025-2210,90000,308.4,Sadad,RA,1,27.1
Bahrain Finder,1746268050-2372,47000,161.1,Hamalah,RHA,1,27.1
Bahrain Finder,1746268083-2612,47110,161.5,Hamalah,RB,1,27.1
Bahrain Finder,1746268083-2616,47000,161.2,Hamalah,RHA,1,27.1
Bahrain Finder,1746268175-3283,112890,387,Damistan,RHA,2,27.1
Property Finder,1746260025-24,188908,650,Galali,RA,1,27
Property Finder,1746260044-31,120000,413,Busaiteen,RB,1,27
Property Finder,1746260116-60,103783,357,Nuwaidrat,RA,1,27
Property Finder,1746260166-80,105000,361,Shahrakan,RA,1,27
Property Finder,1746260196-92,154614,532,A'Ali,RA,1,27
Property Finder,1746260238-108,323756.5842,1114,A'Ali,RA,1,27
Property Finder,1746260291-129,96285,331,Dumistan,RB,1,27
Property Finder,1746260419-179,106805,367,Dumistan,RA,1,27
Property Finder,1746260435-185,204020,702,Khamis,RB,1,27
Property Finder,1746260559-233,127585,439,Tubli,RB,1,27
Property Finder,1746260731-300,300538,1034,Saar,RA,1,27
Property Finder,1746261003-406,149338,513,Samaheej,RB,1,27
Property Finder,1746261020-413,145705,501,Samaheej,RB,1,27
Property Finder,1746261029-417,162999,560,Samaheej,RB,1,27
Property Finder,1746261039-421,99100,341,Salmabad,RB,1,27
Property Finder,1746261258-506,93640,322,Dar Kulaib,RHA,1,27
Property Finder,1746261381-554,124388,428,Shakhura,RB,1,27
Property Finder,1746261405-564,106800,367,Dumistan,RA,1,27
Property Finder,1746261461-586,278000,956,Shakhura,RB,1,27
Property Finder,1746261466-588,117000,402,Jurdab,RA,1,27
Property Finder,1746261584-634,80271,276,Karzakkan,RA,1,27
Property Finder,1746261723-689,105500,363,Karzakkan,RA,1,27
Property Finder,1746261809-722,97069,334,Tubli,RB,1,27
Property Finder,1746261819-726,54700,188,Hamala,RHA,1,27
Property Finder,1746261858-742,46791,161,Hamala,RHA,1,27
Property Finder,1746261895-756,146476,504,Tubli,RB,1,27
Property Finder,1746261949-777,92449,318,Al Bahair,RA,1,27
Property Finder,1746261971-786,97360,335,Salmabad,RB,1,27
Property Finder,1746261973-787,104626,360,Salmabad,RB,1,27
Property Finder,1746262020-805,75650,260,Hamala,RHA,1,27
Property Finder,1746262027-808,94450,325,Buri,RA,1,27
Property Finder,1746262309-917,127324,438,Maqabah,RA,1,27
Property Finder,1746262353-934,125987,433,Tubli,RB,1,27
Property Finder,1746262525-1001,175277,603,North Riffa,RA,1,27
Property Finder,1746262585-1024,260985,898,Dilmunia Island,RA,1,27
Property Finder,1746262651-1049,122063,420,Hidd,RB,1,27
Property Finder,1746262681-1061,89338,307,Karzakkan,RA,1,27
Property Finder,1746262813-1113,97065,334,Tubli,RB,1,27
Property Finder,1746263019-1194,104800,360,Hamala,RA,1,27
Property Finder,1746263201-1265,288884,994,Sarat,RA,1,27
Property Finder,1746263206-1267,288913,994,Diyar Al Muharraq,RA,1,27
Property Finder,1746263417-1348,48000,165,Hamala,RHA,1,27
Property Finder,1746263444-1359,48593,167,Hamala,RHA,1,27
Property Finder,1746263447-1360,48593,167,Hamala,RHA,1,27
Property Finder,1746263449-1361,48593,167,Hamala,RHA,1,27
Property Finder,1746263451-1362,48593,167,Hamala,RHA,1,27
Property Finder,1746263454-1363,48593,167,Hamala,RHA,1,27
Property Finder,1746263613-1425,284524,979,Sanad,RA,1,27
Property Finder,1746263664-1446,125900,433,Tubli,RB,1,27
Property Finder,1746263669-1447,174435,600,Sanad,RA,1,27
Property Finder,1746263676-1450,105265,362,Eker,RA,1,27
Property Finder,1746263679-1451,244000,840,Sanad,RA,1,27
Property Finder,1746263684-1453,132500,456,Jid Ali,RB,1,27
Property Finder,1746263720-1468,130695,449,Tubli,RB,1,27
Property Finder,1746263782-1492,113000,389,Hidd,RA,1,27
Property Finder,1746263784-1493,113000,389,Hidd,RA,1,27
Property Finder,1746263829-1510,88350,304,Hamala,RB,1,27
Property Finder,1746264353-1715,214803,739,Al Qamra,RA,1,27
Property Finder,1746264523-1782,92000,317,Karzakkan,RA,1,27
Property Finder,1746264600-1813,54540,188,Hamala,RHA,1,27
Property Finder,1746264603-1814,201753,694,Sehla,RA,1,27
Property Finder,1746264653-1834,49407,170,Hamala,RHA,1,27
Property Finder,1746264955-1952,50249,173,Hamala,RHB,1,27
Property Finder,1746265057-1993,96000,330,Karzakkan,RA,1,27
Property Finder,1746265103-2011,132816,457,Riffa Al Sharqi,RB,1,27
Property Finder,1746265105-2012,132866,457,Alhajiyat,RB,1,27
Property Finder,1746265309-2093,82248,283,Salmabad,RB,1,27
Bahrain Finder,1746267729-1,121318,417.9,Sadad,RB,1,27
Bahrain Finder,1746267734-56,204311,703,A'ali,RA,1,27
Bahrain Finder,1746267734-69,160921,553.7,Tubli,RB,2,27
Bahrain Finder,1746267734-70,280000,962,Busaiteen,RA,1,27
Bahrain Finder,1746267736-84,268540,924,Diyar Al Muharraq,RA,2,27
Bahrain Finder,1746267738-134,121453,417.9,Sadad,RB,1,27
Bahrain Finder,1746267751-230,116745,401.7,Malkiya,RA,1,27
Bahrain Finder,1746267759-270,100848,347,Malkiya,RB,2,27
Bahrain Finder,1746267763-298,153452,528,Arad,RA,2,27
Bahrain Finder,1746267767-330,172342,593,Sar,RB,1,27
Bahrain Finder,1746267767-342,170000,587.5,Riffa Al Shamali,RA,1,27
Bahrain Finder,1746267771-369,176121,606,Sanad,RA,1,27
Bahrain Finder,1746267771-374,115961,399,Sanad,RB,1,27
Bahrain Finder,1746267775-400,122936,423,Galali,RA,1,27
Bahrain Finder,1746267792-507,78644,270.6,Hamalah,RHA,1,27
Bahrain Finder,1746267804-596,107503,369.9,Karzakkan,RA,2,27
Bahrain Finder,1746267808-625,95326,328,Karzakkan,RA,2,27
Bahrain Finder,1746267812-652,109596,377.1,Al Eker,RA,1,27
Bahrain Finder,1746267812-666,156939,540,Hidd,RA,1,27
Bahrain Finder,1746267820-714,120349,414.1,Sadad,RA,1,27
Bahrain Finder,1746267820-720,92187,317.2,Karzakkan,RA,1,27
Bahrain Finder,1746267824-742,48826,168,Hamalah,RHA,1,27
Bahrain Finder,1746267824-743,46936,161.5,Hamalah,RHA,1,27
Bahrain Finder,1746267832-808,46791,161,Hamalah,RHA,1,27
Bahrain Finder,1746267832-823,122994,423.2,Tubli,RB,1,27
Bahrain Finder,1746267832-825,113432,390.3,Hamalah,RHA,2,27
Bahrain Finder,1746267836-836,47001,161.5,Hamalah,RHA,1,27
Bahrain Finder,1746267852-954,126481,435.2,Tubli,RA,1,27
Bahrain Finder,1746267856-1002,97000,333,Al Eker,RB,1,27
Bahrain Finder,1746267861-1011,46000,161.4,Hamalah,RHA,1,27
Bahrain Finder,1746267865-1062,100000,344,Malkiya,RB,2,27
Bahrain Finder,1746267873-1124,93117,320.4,Damistan,RA,1,27
Bahrain Finder,1746267873-1130,150313,517.2,Sar,RA,3,27
Bahrain Finder,1746267885-1203,95907,330,Riffa - Al Hajiyat,RB,1,27
Bahrain Finder,1746267885-1204,89513,308,Riffa - Al Hajiyat,RB,1,27
Bahrain Finder,1746267885-1205,96198,331,Riffa - Al Hajiyat,RB,1,27
Bahrain Finder,1746267885-1209,97099,334.1,Hamalah,RHA,2,27
Bahrain Finder,1746267889-1236,141885,488.2,Jurdab,RA,1,27
Bahrain Finder,1746267897-1294,115961,399,Sanad,RHB,1,27
Bahrain Finder,1746267901-1316,48000,165.4,Hamalah,RHA,1,27
Bahrain Finder,1746267901-1320,105614,363.4,Sanad,RHB,1,27
Bahrain Finder,1746267901-1321,105585,363.3,Sanad,RHB,1,27
Bahrain Finder,1746267901-1338,118373,407.3,Sitra,RB,1,27
Bahrain Finder,1746267906-1343,172051,592,Arad,RA,1,27
Bahrain Finder,1746267906-1368,98378,338.5,Hidd,RA,1,27
Bahrain Finder,1746267910-1392,54725,188.3,Hamalah,RHA,1,27
Bahrain Finder,1746267914-1411,249068,857,Askar,RHB,3,27
Bahrain Finder,1746267918-1444,95239,327.7,Sadad,RA,1,27
Bahrain Finder,1746267923-1462,48622,167.3,Hamalah,RHA,1,27
Bahrain Finder,1746267923-1463,214513,738.1,Al Khamis,RB,2,27
Bahrain Finder,1746267923-1464,204021,702,Al Khamis,RB,2,27
Bahrain Finder,1746267923-1479,89630,308.4,Budaiya,RB,1,27
Bahrain Finder,1746267923-1486,51179,176.1,Hamalah,RHA,1,27
Bahrain Finder,1746267923-1487,51499,177.2,Hamalah,RHA,1,27
Bahrain Finder,1746267927-1497,131684,453.1,Sanad,RB,1,27
Bahrain Finder,1746267931-1524,122790,422.5,Hamalah,RA,1,27
Bahrain Finder,1746267935-1560,113141,389.3,Sadad,RA,2,27
Bahrain Finder,1746267935-1561,138484,476.5,Sadad,RA,2,27
Bahrain Finder,1746267943-1614,116251,400,A'ali,RB,1,27
Bahrain Finder,1746267951-1697,113245,389.8,Hidd,RA,2,27
Bahrain Finder,1746267955-1727,47925,164.9,Hamalah,RHA,1,27
Bahrain Finder,1746267955-1728,48506,166.9,Hamalah,RHA,1,27
Bahrain Finder,1746267955-1729,48796,167.9,Hamalah,RHA,1,27
Bahrain Finder,1746267968-1801,127092,437.3,Sadad,RA,2,27
Bahrain Finder,1746267968-1804,121221,417.1,Sadad,RA,2,27
Bahrain Finder,1746267973-1846,93407,321.4,Barbar,RA,1,27
Bahrain Finder,1746267973-1847,93872,323,Barbar,RA,1,27
Bahrain Finder,1746267973-1848,100876,347.1,Barbar,RA,1,27
Bahrain Finder,1746267973-1850,96197,331,Barbar,RA,2,27
Bahrain Finder,1746267977-1860,105265,362.2,Al Eker,RA,1,27
Bahrain Finder,1746267977-1878,96000,330.5,Karzakkan,RB,1,27
Bahrain Finder,1746267977-1880,111281,382.9,Adhari,RA,1,27
Bahrain Finder,1746267981-1892,92000,316,Sadad,RB,1,27
Bahrain Finder,1746267981-1894,114000,395.1,Hamalah,RA,1,27
Bahrain Finder,1746267981-1898,111078,382.2,Al Qurayyah,RA,1,27
Bahrain Finder,1746267999-2026,47169,162.3,Hamalah,RHA,1,27
Bahrain Finder,1746268011-2094,92943,319.8,Karzakkan,RA,1,27
Bahrain Finder,1746268011-2113,103783,357.1,Nuwaydirat,RA,1,27
Bahrain Finder,1746268011-2115,103783,357.1,Sanad,RA,1,27
Bahrain Finder,1746268011-2119,87508,301.1,Hamalah,RHA,2,27
Bahrain Finder,1746268016-2122,94454,325,Buri,RA,2,27
Bahrain Finder,1746268016-2140,49500,170.1,Hamalah,RHA,1,27
Bahrain Finder,1746268020-2177,46500,160,Hamalah,RHA,1,27
Bahrain Finder,1746268025-2196,120669,415.2,Busaiteen,RB,1,27
Bahrain Finder,1746268025-2197,120262,413.8,Busaiteen,RB,2,27
Bahrain Finder,1746268033-2241,164000,565.3,Diyar Al Muharraq,RA,3,27
Bahrain Finder,1746268041-2313,97070,334,Tubli,RB,1,27
Bahrain Finder,1746268045-2358,125987,433.5,Tubli,RB,1,27
Bahrain Finder,1746268058-2429,52313,180,Diyar Al Muharraq,RHA,1,27
Bahrain Finder,1746268070-2516,125464,431.7,Sadad,RA,2,27
Bahrain Finder,1746268074-2541,201753,694.2,Northen Sehla,RA,1,27
Bahrain Finder,1746268074-2560,158538,545.5,Barbar,RA,2,27
Bahrain Finder,1746268078-2578,107561,370.1,Karzakkan,RA,2,27
Bahrain Finder,1746268078-2581,95000,326.5,Sadad,RB,1,27
Bahrain Finder,1746268078-2597,127528,438.8,Dilmunia,RB,2,27
Bahrain Finder,1746268078-2599,103725,356.9,Dilmunia,RB,2,27
Bahrain Finder,1746268078-2600,202597,697.1,Northen Sehla,RA,2,27
Bahrain Finder,1746268083-2614,99104,341,Salmabad,RB,1,27
Bahrain Finder,1746268083-2615,48000,165,Hamalah,RHA,1,27
Bahrain Finder,1746268083-2617,201754,694.2,Northen Sehla,RA,1,27
Bahrain Finder,1746268087-2632,109799,377.8,Daih,RB,2,27
Bahrain Finder,1746268087-2646,96053,330.5,Karzakkan,RB,1,27
Bahrain Finder,1746268087-2647,95907,330,Karzakkan,RB,2,27
Bahrain Finder,1746268091-2665,141885,488.2,Salmabad,RB,2,27
Bahrain Finder,1746268091-2674,145314,500,Tubli,RB,1,27
Bahrain Finder,1746268099-2721,108404,373,Maqaba,RA,2,27
Bahrain Finder,1746268103-2767,59724,205.5,Hamalah,RHA,1,27
Bahrain Finder,1746268103-2779,54700,188.3,Hamalah,RHA,1,27
Bahrain Finder,1746268115-2864,154033,530,A'ali,RA,1,27
Bahrain Finder,1746268120-2885,106806,367.5,Damistan,RA,1,27
Bahrain Finder,1746268120-2887,106806,367.5,Damistan,RA,1,27
Bahrain Finder,1746268128-2935,106805,367.5,Damistan,RA,1,27
Bahrain Finder,1746268128-2955,162999,560.8,Samaheej,RB,1,27
Bahrain Finder,1746268128-2957,145705,501.3,Samaheej,RB,1,27
Bahrain Finder,1746268128-2958,149339,513.8,Samaheej,RB,1,27
Bahrain Finder,1746268140-3045,132526,456,Jid Ali,RB,1,27
Bahrain Finder,1746268145-3062,103085,354.7,Maqaba,RA,1,27
Bahrain Finder,1746268153-3131,115902,398.8,Karzakkan,RA,2,27
Bahrain Finder,1746268153-3132,115031,395.8,Karzakkan,RA,2,27
Bahrain Finder,1746268158-3149,112502,387.1,Barbar,RA,1,27
Bahrain Finder,1746268158-3156,279003,960,Diyar Al Muharraq,RA,1,27
Bahrain Finder,1746268162-3172,100586,346.1,Hawrat Sanad,RA,2,27
Bahrain Finder,1746268171-3236,300538,1034.1,Sar,RA,1,27
Bahrain Finder,1746268171-3241,116397,400.5,Malkiya,RB,1,27
Bahrain Finder,1746268175-3271,111311,383,Nuwaydirat,RA,2,27
Bahrain Finder,1746268175-3287,51761,178.1,Hamalah,RHA,1,27
Bahrain Finder,1746268175-3288,54638,188,Hamalah,RHA,1,27
Bahrain Finder,1746268179-3304,90500,311.5,Hamalah,RA,2,27
Bahrain Finder,1746268179-3316,288913,994.1,Diyar Al Muharraq,RA,1,27
Bahrain Finder,1746268183-3340,115612,397.8,Tubli,RB,1,27
Bahrain Finder,1746268183-3342,48593,167.2,Hamalah,RHA,1,27
Bahrain Finder,1746268183-3349,119710,411.9,Busaiteen,RA,,27
Bahrain Finder,1746268187-3353,92710,319,Tubli,RB,1,27
Bahrain Finder,1746268187-3374,116890,402.2,Buri,RA,2,27
Bahrain Finder,1746268187-3378,96895,333.4,Buri,RA,2,27
Bahrain Finder,1746268195-3431,108026,371.7,Galali,RA,1,27
Bahrain Finder,1746268205-3473,107000,367.9,Karzakkan,RB,2,27
Bahrain Finder,1746268205-3479,80271,276.2,Karzakkan,RA,1,27
Bahrain Finder,1746268213-3535,214803,739.1,Diyar Al Muharraq,RA,3,27
Bahrain Finder,1746268222-3591,110526,380.3,Busaiteen,RB,1,27
Bahrain Finder,1746268222-3592,134851,464,Riffa,RB,2,27
Bahrain Finder,1746268222-3609,116280,400.1,Sadad,RA,1,27
Bahrain Finder,1746268226-3623,90560,311.6,Nuwaydirat,RA,1,27
Bahrain Finder,1746268226-3628,85590,294.5,Hamalah,RHA,2,27
Bahrain Finder,1746268233-3692,84000,287.4,Karzakkan,RA,1,27
Bahrain Finder,1746268233-3705,100644,346.3,Barbar,RB,1,27
Property Finder,1746260046-32,120000,415,Busaiteen,RB,1,26.9
Property Finder,1746260051-34,110000,380,Busaiteen,RB,1,26.9
Property Finder,1746260053-35,110000,380,Busaiteen,RB,1,26.9
Property Finder,1746260527-221,99102,342,Hamala,RHA,1,26.9
Property Finder,1746261063-430,109000,377,Hidd,RA,1,26.9
Property Finder,1746261280-515,99000,342,Karzakkan,RB,1,26.9
Property Finder,1746262047-816,87000,300,Shahrakan,RHA,1,26.9
Property Finder,1746263029-1197,143000,493,Hamad Town,RA,1,26.9
Property Finder,1746263564-1406,88000,304,Jidhafs,RB,1,26.9
Property Finder,1746264326-1704,94000,325,Hamala,RHA,1,26.9
Property Finder,1746264781-1884,105000,362,Eker,RA,1,26.9
Property Finder,1746264889-1926,140000,483,Barbar,RB,1,26.9
Property Finder,1746265419-2136,54500,188,Hamala,RHA,1,26.9
Bahrain Finder,1746267734-79,79941,276.6,Budaiya,RB,1,26.9
Bahrain Finder,1746267861-1013,106660,367,Karzakkan,RA,2,26.9
Bahrain Finder,1746267865-1064,104655,360.1,Hamalah,RA,1,26.9
Bahrain Finder,1746267927-1504,87000,300.6,Shahrakkan,RHA,2,26.9
Bahrain Finder,1746267977-1862,105000,362.2,Al Eker,RA,1,26.9
Bahrain Finder,1746267990-1943,54500,188.3,Hamalah,RHA,1,26.9
Bahrain Finder,1746267994-1976,47000,162.3,Hamalah,RHA,1,26.9
Bahrain Finder,1746268033-2248,122000,421,Shahrakkan,RB,1,26.9
Bahrain Finder,1746268045-2354,250462,865,Isa Town,RA,2,26.9
Bahrain Finder,1746268050-2367,46800,161.5,Hamalah,RHA,1,26.9
Bahrain Finder,1746268054-2392,125000,431.7,Sadad,RA,2,26.9
Bahrain Finder,1746268070-2529,138023,476.5,Sadad,RA,2,26.9
Bahrain Finder,1746268087-2642,139130,480.5,A'ali,RA,2,26.9
Bahrain Finder,1746268183-3326,115992,400.1,Sadad,RA,1,26.9
Property Finder,1746261509-604,92000,319,Karzakkan,RA,1,26.8
Property Finder,1746265026-1980,115000,399,Malkiyah,RA,1,26.8
Property Finder,1746265261-2073,46500,161,Hamala,RHA,1,26.8
Bahrain Finder,1746267889-1239,84140,292,Hamalah,RHA,2,26.8
Bahrain Finder,1746267964-1785,103000,357.1,Nuwaydirat,RA,1,26.8
Bahrain Finder,1746268120-2877,48000,166.7,Hamalah,RHA,1,26.8
Bahrain Finder,1746268226-3625,20006,69.3,Malkiya,RHB,1,26.8
Property Finder,1746263041-1202,93000,324,Karzakkan,RA,1,26.7
Property Finder,1746263930-1549,54000,188,Hamala,RHA,1,26.7
Property Finder,1746264624-1822,137000,476,Sadad,RA,1,26.7
Property Finder,1746264692-1849,48000,167,Hamala,RHA,1,26.7
Bahrain Finder,1746267729-17,101000,350.2,Sadad,RB,1,26.7
Bahrain Finder,1746267800-585,115003,400,Shahrakkan,RA,2,26.7
Bahrain Finder,1746267914-1429,115000,399.4,Malkiya,RA,1,26.7
Bahrain Finder,1746268016-2142,47500,165.4,Hamalah,RHA,1,26.7
Bahrain Finder,1746268020-2166,94000,316,Sadad,RB,1,26.7
Bahrain Finder,1746268020-2167,92000,319.8,Karzakkan,RA,1,26.7
Bahrain Finder,1746268078-2591,220061,765.7,Busaiteen,RA,1,26.7
Bahrain Finder,1746268175-3281,95000,330.5,Karzakkan,RB,1,26.7
Property Finder,1746260260-117,135000,471,Sanad,RB,1,26.6
Property Finder,1746264391-1730,115000,402,Malkiyah,RA,1,26.6
Property Finder,1746264491-1770,80410,281,Hamala,RHB,1,26.6
Property Finder,1746264842-1908,52171,182,Hamala,RHA,1,26.6
Property Finder,1746264870-1919,101233,354,Nuwaidrat,RB,1,26.6
Property Finder,1746265482-2161,88000,307,Karzakkan,RA,1,26.6
Bahrain Finder,1746267729-5,105001,367,Tubli,RB,1,26.6
Bahrain Finder,1746267729-8,94998,332.3,Sadad,RA,1,26.6
Bahrain Finder,1746267729-10,47900,167.2,Hamalah,RHA,1,26.6
Bahrain Finder,1746267889-1227,131880,460.6,Salmabad,RB,1,26.6
Bahrain Finder,1746267977-1872,98000,342,Malkiya,RB,1,26.6
Bahrain Finder,1746267981-1884,49500,173.2,Hamalah,RHA,1,26.6
Bahrain Finder,1746268058-2431,170000,594.6,Riffa,RB,2,26.6
Bahrain Finder,1746268078-2590,170000,594.6,East Riffa,RB,2,26.6
Bahrain Finder,1746268124-2924,98000,342.3,Karzakkan,RB,1,26.6
Bahrain Finder,1746268199-3445,95145,332.3,Salmabad,RB,2,26.6
Bahrain Finder,1746268199-3452,88016,307.4,Karzakkan,RA,1,26.6
Bahrain Finder,1746268199-3470,98008,342.3,Karzakkan,RA,1,26.6
Bahrain Finder,1746268222-3600,92000,321.1,Karzakkan,RA,1,26.6
Bahrain Finder,1746268226-3640,98008,342.3,Karzakkan,RB,1,26.6
Property Finder,1746262360-937,124253,435,Sadad,RA,1,26.5
Property Finder,1746262628-1041,46000,161,Hamala,RHA,1,26.5
Property Finder,1746262633-1043,162000,568,Maameer,RA,1,26.5
Property Finder,1746263797-1497,118000,414,Sadad,RA,1,26.5
Property Finder,1746263838-1514,91000,319,Karzakkan,RA,1,26.5
Property Finder,1746264459-1757,151465,531,Malkiyah,RB,1,26.5
