source,web-scraper-order,price,size,location,classification,roads,price per foot
Property Finder,1746262506-994,116880,387,Al Dair,RA,1,28.1
Property Finder,1746262839-1122,94600,313,Eker,RA,1,28.1
Property Finder,1746263999-1575,83429,276,Nuwaidrat,RA,1,28.1
Property Finder,1746264295-1692,119290,395,Galali,RA,1,28.1
Property Finder,1746264396-1732,87300,289,Hamala,RHA,1,28.1
Property Finder,1746264474-1763,92195,305,Dumistan,RB,1,28.1
Property Finder,1746264598-1812,123000,407,A'Ali,RB,1,28.1
Property Finder,1746264658-1836,136500,451,Al Dair,RA,1,28.1
Property Finder,1746265069-1997,91000,301,Sadad,RA,1,28.1
Property Finder,1746265295-2087,54491,180,Hamala,RHA,1,28.1
Property Finder,1746265297-2088,125000,414,Karzakkan,RA,1,28.1
Property Finder,1746265346-2107,98193,325,Tubli,RB,1,28.1
Bahrain Finder,1746268087-2657,55442,183.3,Hamalah,RHA,1,28.1
Bahrain Finder,1746268111-2830,100000,330.5,Karzakkan,RB,1,28.1
Bahrain Finder,1746268145-3056,100001,330.5,Karzakkan,RA,1,28.1
Bahrain Finder,1746268171-3231,95000,313.9,Al Eker,RA,1,28.1
Bahrain Finder,1746268171-3247,115392,381.5,Karzakkan,RB,2,28.1
Bahrain Finder,1746268179-3319,86000,285,Hamalah,RB,2,28.1
Bahrain Finder,1746268230-3668,81031,267.9,Hamalah,RHA,2,28.1
Property Finder,1746260028-25,166000,551,Jidhafs,RB,1,28
Property Finder,1746260031-26,146000,485,Sehla,RB,1,28
Property Finder,1746260048-33,137000,455,Jidhafs,RA,1,28
Property Finder,1746260128-65,98857,328,Karzakkan,RA,1,28
Property Finder,1746260342-149,113281,376,Buri,RB,1,28
Property Finder,1746260440-187,119863,397,Bu Quwah,RB,1,28
Property Finder,1746260583-243,113624,377,Barbar,RHA,1,28
Property Finder,1746260601-249,213385,708,Tubli,RB,1,28
Property Finder,1746260669-276,113022,375,Sadad,RA,1,28
Property Finder,1746260985-399,141546,469,Samaheej,RB,1,28
Property Finder,1746260990-401,150800,500,Samaheej,RB,1,28
Property Finder,1746260993-402,128254,425,Samaheej,RB,1,28
Property Finder,1746260995-403,146520,486,Samaheej,RB,1,28
Property Finder,1746261022-414,145766,483,Samaheej,RB,1,28
Property Finder,1746261025-415,127289,422,Samaheej,RB,1,28
Property Finder,1746261027-416,142119,471,Samaheej,RB,1,28
Property Finder,1746261197-482,99500,330,Malkiyah,RB,1,28
Property Finder,1746261236-497,90417,300,Arad,RA,1,28
Property Finder,1746261320-530,222000,736,North Riffa,RA,1,28
Property Finder,1746261393-559,56661,188,Hamala,RHA,1,28
Property Finder,1746261481-594,190329,631,Saraya 2,RB,1,28
Property Finder,1746261526-611,143600,476,Sadad,RA,1,28
Property Finder,1746261528-612,265737,881,Saraya 2,RB,1,28
Property Finder,1746261538-616,274839,911,Saraya 2,RB,1,28
Property Finder,1746261570-628,125529,416,Gufool,RB,1,28
Property Finder,1746261613-646,118236,392,Sanad,RHB,1,28
Property Finder,1746261695-677,108863,361,Shahrakan,RA,1,28
Property Finder,1746261746-697,98886,328,Arad,RA,1,28
Property Finder,1746261898-757,443347,1471,Bu Kowarah,RB,1,28
Property Finder,1746261976-788,92828,308,Arad,RB,1,28
Property Finder,1746262010-801,78000,259,Hamala,RHA,1,28
Property Finder,1746262152-857,128000,425,Tubli,RB,1,28
Property Finder,1746262285-907,129400,429,Al Dair,RB,1,28
Property Finder,1746262336-927,82671,274,Hamala,RB,1,28
Property Finder,1746262363-938,51000,169,Hamala,RHA,1,28
Property Finder,1746262518-998,335147,1112,A'Ali,RA,1,28
Property Finder,1746262659-1052,135626,450,Sitra,RB,1,28
Property Finder,1746262693-1066,97651,324,Hidd,RB,1,28
Property Finder,1746262710-1072,211034,700,North Riffa,RA,1,28
Property Finder,1746263198-1264,145995,484,Galali,RA,1,28
Property Finder,1746263213-1270,466736,1548,A'Ali,RA,1,28
Property Finder,1746263525-1391,102021,338,Hidd,RA,1,28
Property Finder,1746263630-1432,120255,399,Sanad,RB,1,28
Property Finder,1746263706-1462,126283,419,Tubli,RB,1,28
Property Finder,1746263747-1478,102700,341,Salmabad,RB,1,28
Property Finder,1746263779-1491,90417,300,Sadad,RA,1,28
Property Finder,1746263802-1499,108500,360,Arad,RA,1,28
Property Finder,1746264135-1628,108200,359,Hidd,RA,1,28
Property Finder,1746264152-1635,116400,386,Arad,RA,1,28
Property Finder,1746264287-1689,48600,161,Hamala,RHA,1,28
Property Finder,1746264316-1700,128392,426,Hidd,RA,1,28
Property Finder,1746264355-1716,179689,596,Al Qamra,RA,1,28
Property Finder,1746264399-1733,230775,765,Busaiteen,RA,1,28
Property Finder,1746264452-1754,146114,484,Sehla,RB,1,28
Property Finder,1746264540-1789,126600,420,Tubli,RA,1,28
Property Finder,1746264579-1804,128090,425,Tubli,RB,1,28
Property Finder,1746264766-1878,115000,381,Karzakkan,RB,1,28
Property Finder,1746264919-1938,98856,328,Karzakkan,RA,1,28
Property Finder,1746265014-1975,112419,373,A'Ali,RB,1,28
Property Finder,1746265278-2080,80833,268,Hamala,RB,1,28
Bahrain Finder,1746267729-19,49500,165.4,Hamalah,RHA,1,28
Bahrain Finder,1746267731-21,131738,437.1,Barbar,RHA,2,28
Bahrain Finder,1746267731-49,134903,447.6,Diraz,RB,2,28
Bahrain Finder,1746267731-50,113685,377.2,Barbar,RHA,2,28
Bahrain Finder,1746267736-82,136229,452,Diyar Al Muharraq,RA,2,28
Bahrain Finder,1746267738-129,48675,161.5,Hamalah,RHA,1,28
Bahrain Finder,1746267743-148,119501,396.5,Galali,RA,2,28
Bahrain Finder,1746267747-192,111214,369,Jidhafs,RB,2,28
Bahrain Finder,1746267751-205,252868,839,Sanad,RA,2,28
Bahrain Finder,1746267755-258,60278,200,Diyar Al Muharraq,RHA,1,28
Bahrain Finder,1746267759-262,128845,427.5,Galali,RA,1,28
Bahrain Finder,1746267767-321,277522,920.8,Riffa,RA,1,28
Bahrain Finder,1746267767-337,52111,172.9,Hamalah,RHA,1,28
Bahrain Finder,1746267779-412,147079,488,Tubli,RB,1,28
Bahrain Finder,1746267784-465,189877,630,Maqshaa,RB,2,28
Bahrain Finder,1746267792-510,48700,161.5,Hamalah,RHA,1,28
Bahrain Finder,1746267792-511,48700,161.5,Hamalah,RHA,1,28
Bahrain Finder,1746267796-531,120949,401.3,Al Hajar,RA,2,28
Bahrain Finder,1746267796-532,139997,464.5,Al Hajar,RA,2,28
Bahrain Finder,1746267800-586,125982,418,Galali,RA,1,28
Bahrain Finder,1746267804-614,188370,625,Sar,RA,1,28
Bahrain Finder,1746267808-626,107868,357.9,Arad,RB,1,28
Bahrain Finder,1746267820-725,49000,161,Hamalah,RHA,1,28
Bahrain Finder,1746267820-729,105547,350.2,Sadad,RA,1,28
Bahrain Finder,1746267828-800,52774,175.1,Hamalah,RHA,1,28
Bahrain Finder,1746267836-844,48674,161.5,Hamalah,RHA,1,28
Bahrain Finder,1746267836-851,58681,194.7,Hamalah,RHA,2,28
Bahrain Finder,1746267840-883,131407,436,Sadad,RA,2,28
Bahrain Finder,1746267852-956,90086,298.9,Markh,RA,2,28
Bahrain Finder,1746267852-974,143161,475,Hidd,RA,1,28
Bahrain Finder,1746267861-1014,199220,661,Northen Sehla,RA,1,28
Bahrain Finder,1746267861-1016,328216,1089,Al Eker,RB,2,28
Bahrain Finder,1746267869-1091,91352,303.1,Karzakkan,RA,1,28
Bahrain Finder,1746267869-1095,51628,171.3,Hamalah,RHA,1,28
Bahrain Finder,1746267869-1097,51146,169.7,Hamalah,RHA,2,28
Bahrain Finder,1746267869-1099,50724,168.3,Hamalah,RHA,1,28
Bahrain Finder,1746267877-1137,104552,346.9,Hamalah,RHA,2,28
Bahrain Finder,1746267881-1176,180624,599.3,Jari Alshaikh,RA,2,28
Bahrain Finder,1746267885-1215,197713,656,Tubli,RA,2,28
Bahrain Finder,1746267885-1216,126584,420,Tubli,RA,1,28
Bahrain Finder,1746267885-1217,127187,422,Tubli,RA,1,28
Bahrain Finder,1746267885-1218,126584,420,Tubli,RA,1,28
Bahrain Finder,1746267889-1226,131256,435.5,A'ali,RA,1,28
Bahrain Finder,1746267889-1228,120286,399.1,A'ali,RB,2,28
Bahrain Finder,1746267889-1240,437742,1452.4,Arad,RA,1,28
Bahrain Finder,1746267893-1268,281199,933,Sanad,RA,1,28
Bahrain Finder,1746267893-1276,50664,168.1,Hamalah,RHA,2,28
Bahrain Finder,1746267901-1314,95000,314.7,Sadad,RA,1,28
Bahrain Finder,1746267906-1358,138670,460.1,Salmabad,RB,2,28
Bahrain Finder,1746267906-1359,98000,325.5,Salmabad,RB,2,28
Bahrain Finder,1746267914-1412,63172,209.6,Hamalah,RHA,1,28
Bahrain Finder,1746267914-1423,248950,826,Sanad,RA,1,28
Bahrain Finder,1746267914-1424,131136,435.1,Tubli,RA,1,28
Bahrain Finder,1746267914-1425,131136,435.1,Tubli,RA,1,28
Bahrain Finder,1746267918-1434,87313,289.7,Hamalah,RHA,2,28
Bahrain Finder,1746267918-1447,104372,346.3,Barbar,RB,1,28
Bahrain Finder,1746267927-1496,98857,328,Janabiyah,RB,1,28
Bahrain Finder,1746267927-1500,48400,160.6,Hamalah,RHA,1,28
Bahrain Finder,1746267935-1562,48223,160,Hamalah,RHA,1,28
Bahrain Finder,1746267935-1580,48524,161,Hamalah,RHA,2,28
Bahrain Finder,1746267939-1589,135024,448,Hidd,RA,3,28
Bahrain Finder,1746267943-1640,96566,320.4,Damistan,RA,1,28
Bahrain Finder,1746267947-1655,20901,69.3,Malkiya,RHB,1,28
Bahrain Finder,1746267951-1693,147079,488,Hidd,RA,3,28
Bahrain Finder,1746267955-1717,112400,373,A'ali,RB,1,28
Bahrain Finder,1746267960-1743,96596,320.5,Damistan,RB,1,28
Bahrain Finder,1746267960-1750,110000,367.9,Karzakkan,RA,2,28
Bahrain Finder,1746267977-1865,92136,305.7,Hamalah,RHA,2,28
Bahrain Finder,1746267977-1869,50363,167.1,Hamalah,RHA,1,28
Bahrain Finder,1746267977-1877,145090,481.4,A'ali,RA,3,28
Bahrain Finder,1746267986-1914,65000,215.6,Hamalah,RHA,1,28
Bahrain Finder,1746267986-1919,112419,373,A'ali,RB,1,28
Bahrain Finder,1746267986-1936,94547,313.7,Karzakkan,RA,1,28
Bahrain Finder,1746267990-1955,118869,394.4,Al Hajar,RB,1,28
Bahrain Finder,1746267990-1956,226044,750,Shakhura,RB,1,28
Bahrain Finder,1746267990-1966,160943,534,Salmabad,RB,2,28
Bahrain Finder,1746267999-2019,120557,400,A'ali,RB,1,28
Bahrain Finder,1746268011-2093,117543,390,Salmabad,RB,1,28
Bahrain Finder,1746268011-2104,84390,280,Muharraq,RHA,1,28
Bahrain Finder,1746268011-2105,84390,280,Muharraq,RHA,1,28
Bahrain Finder,1746268011-2106,84390,280,Durrat Al Muharraq,RHA,1,28
Bahrain Finder,1746268011-2107,84390,280,Muharraq,RHA,1,28
Bahrain Finder,1746268011-2108,270650,898,Dilmunia,RA,2,28
Bahrain Finder,1746268016-2136,164380,545.4,Sar,RA,1,28
Bahrain Finder,1746268016-2137,164380,545.4,Sar,RA,1,28
Bahrain Finder,1746268016-2141,136000,451,Dair,RA,2,28
Bahrain Finder,1746268020-2155,190329,631.5,Buqwa,RB,2,28
Bahrain Finder,1746268020-2162,91000,301.9,Sadad,RA,1,28
Bahrain Finder,1746268020-2165,95500,315,Karzakkan,RA,1,28
Bahrain Finder,1746268020-2172,97350,323,Janabiyah,RB,1,28
Bahrain Finder,1746268025-2181,146175,485,Northen Sehla,RB,1,28
Bahrain Finder,1746268025-2206,85505,283.7,Dar Kulaib,RHA,1,28
Bahrain Finder,1746268025-2207,84179,279.3,Dar Kulaib,RHA,1,28
Bahrain Finder,1746268029-2219,106632,353.8,Musala,RA,2,28
Bahrain Finder,1746268029-2226,120195,398.8,A'ali,RB,1,28
Bahrain Finder,1746268037-2299,97651,324,Tubli,RA,2,28
Bahrain Finder,1746268041-2301,113000,374.9,Salmabad,RB,1,28
Bahrain Finder,1746268041-2302,110000,364.8,Salmabad,RB,1,28
Bahrain Finder,1746268041-2309,126584,420,Tubli,RB,2,28
Bahrain Finder,1746268050-2368,166067,551,Jidhafs,RB,1,28
Bahrain Finder,1746268050-2386,137344,455.7,Musala,RA,1,28
Bahrain Finder,1746268054-2401,117483,389.8,Hidd,RA,2,28
Bahrain Finder,1746268054-2402,128091,425,Tubli,RB,2,28
Bahrain Finder,1746268058-2435,161757,536.7,Sar,RA,1,28
Bahrain Finder,1746268058-2437,171793,570,Sar,RA,1,28
Bahrain Finder,1746268062-2457,67000,222.6,Diraz,RHB,1,28
Bahrain Finder,1746268062-2465,180835,600,Sar,RA,1,28
Bahrain Finder,1746268074-2542,144156,478.3,Karzakkan,RB,2,28
Bahrain Finder,1746268078-2574,162752,540,Jidhafs,RB,1,28
Bahrain Finder,1746268078-2593,152474,505.9,Adhari,RA,2,28
Bahrain Finder,1746268083-2605,119290,395.8,Galali,RA,2,28
Bahrain Finder,1746268087-2631,107175,355.6,Daih,RB,2,28
Bahrain Finder,1746268091-2675,145874,484,Tubli,RB,1,28
Bahrain Finder,1746268091-2688,132000,439,Tubli,RB,2,28
Bahrain Finder,1746268095-2691,99761,331,Sanabis,RA,2,28
Bahrain Finder,1746268095-2692,109405,363,Sanabis,RA,2,28
Bahrain Finder,1746268095-2693,101569,337,Sanabis,RA,2,28
Bahrain Finder,1746268095-2704,75348,250,Lawzi,RHA,1,28
Bahrain Finder,1746268095-2713,213687,709,Salmabad,RB,1,28
Bahrain Finder,1746268099-2728,137736,457,East Riffa,RB,1,28
Bahrain Finder,1746268099-2731,141624,469.9,Diraz,RB,2,28
Bahrain Finder,1746268099-2732,141624,469.9,Diraz,RB,1,28
Bahrain Finder,1746268099-2742,108501,360,Malkiya,RA,1,28
Bahrain Finder,1746268099-2748,101268,336,Sanabis,RA,1,28
Bahrain Finder,1746268099-2749,105186,349,Sanabis,RA,1,28
Bahrain Finder,1746268099-2750,98254,326,Sanabis,RA,1,28
Bahrain Finder,1746268103-2770,103166,342.3,Karzakkan,RB,1,28
Bahrain Finder,1746268115-2852,100695,334.1,A'ali,RB,2,28
Bahrain Finder,1746268115-2860,48645,161.4,Hamalah,RHA,1,28
Bahrain Finder,1746268120-2873,54492,180.8,Hamalah,RHA,3,28
Bahrain Finder,1746268120-2880,129418,429.4,Dair,RB,2,28
Bahrain Finder,1746268120-2881,128333,425.8,Dair,RB,1,28
Bahrain Finder,1746268124-2905,146520,486.1,Samaheej,RB,2,28
Bahrain Finder,1746268124-2906,128254,425.5,Samaheej,RB,2,28
Bahrain Finder,1746268124-2908,150800,500.3,Samaheej,RB,2,28
Bahrain Finder,1746268124-2911,141547,469.6,Samaheej,RB,1,28
Bahrain Finder,1746268124-2916,63051,209.2,Hamalah,RHA,1,28
Bahrain Finder,1746268128-2952,104000,346.3,Barbar,RB,1,28
Bahrain Finder,1746268128-2953,127290,422.3,Samaheej,RB,1,28
Bahrain Finder,1746268128-2954,142120,471.5,Samaheej,RB,1,28
Bahrain Finder,1746268128-2956,145767,483.6,Samaheej,RB,2,28
Bahrain Finder,1746268132-2965,54491,180.8,Hamalah,RA,3,28
Bahrain Finder,1746268132-2980,123541,409.9,Samaheej,RHB,1,28
Bahrain Finder,1746268132-2981,118899,394.5,Samaheej,RHB,1,28
Bahrain Finder,1746268145-3053,86000,285,Hamalah,RB,2,28
Bahrain Finder,1746268145-3065,83425,276.8,Nuwaydirat,RA,1,28
Bahrain Finder,1746268149-3096,125000,414.8,Karranah,RA,1,28
Bahrain Finder,1746268158-3154,106723,354.1,Diyar Al Muharraq,RA,1,28
Bahrain Finder,1746268166-3202,222096,736.9,Riffa Al Shamali,RA,2,28
Bahrain Finder,1746268166-3226,114408,379.6,Jablat Hibshi,RA,2,28
Bahrain Finder,1746268166-3227,106693,354,Diyar Al Muharraq,RA,1,28
Bahrain Finder,1746268171-3242,50600,167.9,Hamalah,RHA,1,28
Bahrain Finder,1746268171-3243,50300,166.9,Hamalah,RHA,1,28
Bahrain Finder,1746268171-3245,50000,165.9,Hamalah,RHA,1,28
Bahrain Finder,1746268171-3246,49700,164.9,Hamalah,RHA,1,28
Bahrain Finder,1746268175-3269,105337,349.5,Nuwaydirat,RA,1,28
Bahrain Finder,1746268175-3270,108260,359.2,Nuwaydirat,RA,1,28
Bahrain Finder,1746268175-3272,102594,340.4,Nuwaydirat,RA,1,28
Bahrain Finder,1746268175-3273,99911,331.5,Nuwaydirat,RA,1,28
Bahrain Finder,1746268175-3274,107597,357,Nuwaydirat,RA,2,28
Bahrain Finder,1746268175-3275,102021,338.5,Nuwaydirat,RA,1,28
Bahrain Finder,1746268175-3276,103950,344.9,Nuwaydirat,RA,1,28
Bahrain Finder,1746268175-3277,106030,351.8,Nuwaydirat,RA,1,28
Bahrain Finder,1746268175-3278,107808,357.7,Nuwaydirat,RA,1,28
Bahrain Finder,1746268175-3279,109405,363,Nuwaydirat,RA,1,28
Bahrain Finder,1746268179-3291,94600,313.9,Al Eker,RA,1,28
Bahrain Finder,1746268179-3301,127911,424.4,Maqaba,RA,1,28
Bahrain Finder,1746268179-3311,98000,326.6,Daih,RA,1,28
Bahrain Finder,1746268179-3315,61574,204.3,Hamalah,RHA,1,28
Bahrain Finder,1746268183-3339,110000,370.6,Shahrakkan,RA,1,28
Bahrain Finder,1746268187-3379,150696,500,Jidhafs,RB,1,28
Bahrain Finder,1746268187-3380,135536,449.7,Tubli,RA,2,28
Bahrain Finder,1746268191-3409,98194,325.8,Tubli,RB,2,28
Bahrain Finder,1746268199-3462,147140,488.2,Busaiteen,RA,2,28
Bahrain Finder,1746268209-3513,99700,330.8,A'ali,RA,1,28
Bahrain Finder,1746268209-3514,97772,324.4,A'ali,RA,1,28
Bahrain Finder,1746268209-3515,101810,337.8,A'ali,RA,1,28
Bahrain Finder,1746268209-3516,102292,339.4,A'ali,RA,1,28
Bahrain Finder,1746268213-3545,105969,351.6,Qadam,RA,2,28
Bahrain Finder,1746268218-3562,84782,281.3,Malkiya,RA,1,28
Bahrain Finder,1746268218-3581,129000,428,Shakhura,RB,1,28
Bahrain Finder,1746268226-3630,108863,361.2,Shahrakkan,RA,2,28
Bahrain Finder,1746268226-3636,90418,300,Malkiya,RA,1,28
Bahrain Finder,1746268226-3643,98856,328,Janabiyah,RB,1,28
Bahrain Finder,1746268230-3652,94034,312,Nuwaydirat,RA,1,28
Bahrain Finder,1746268230-3653,83064,275.6,Nuwaydirat,RA,1,28
Bahrain Finder,1746268230-3654,82913,275.1,Nuwaydirat,RA,1,28
Bahrain Finder,1746268230-3655,82913,275.1,Nuwaydirat,RA,1,28
Bahrain Finder,1746268230-3656,82461,273.6,Nuwaydirat,RA,1,28
Bahrain Finder,1746268230-3657,93914,311.6,Nuwaydirat,RA,1,28
Bahrain Finder,1746268233-3701,236683,785.3,Diyar Al Muharraq,RB,2,28
Bahrain Finder,1746268233-3703,134240,445.4,Arad,RA,1,28
Property Finder,1746260393-170,67000,223,Diraz,RHB,1,27.9
Property Finder,1746261587-635,60000,200,Diraz,RHB,1,27.9
Property Finder,1746261648-659,120000,399,Sanad,RB,1,27.9
Property Finder,1746261753-700,120000,400,Zallaq,RA,1,27.9
Property Finder,1746262341-929,132000,439,Tubli,RB,1,27.9
Property Finder,1746262530-1003,120000,399,Nuwaidrat,RB,1,27.9
Property Finder,1746264793-1889,260000,865,Isa Town,RA,1,27.9
Bahrain Finder,1746267738-137,140000,466.7,Sadad,RA,2,27.9
Bahrain Finder,1746267779-432,99001,330.2,Sadad,RA,1,27.9
Bahrain Finder,1746267844-904,120000,400,Tubli,RB,1,27.9
Bahrain Finder,1746267856-1000,48500,161.5,Hamalah,RHA,1,27.9
Bahrain Finder,1746267869-1076,124998,416,Arad,RA,2,27.9
Bahrain Finder,1746267877-1140,100000,333.2,A'ali,RB,1,27.9
Bahrain Finder,1746267889-1231,114120,380,Jid Ali,RB,1,27.9
Bahrain Finder,1746267897-1302,85000,286.5,Hamalah,RHA,2,27.9
Bahrain Finder,1746267918-1440,127000,422.5,Hamalah,RA,2,27.9
Bahrain Finder,1746267977-1871,92617,308.4,Budaiya,RB,1,27.9
Bahrain Finder,1746267986-1911,78000,259.7,Hamalah,RHA,2,27.9
Bahrain Finder,1746267990-1959,60000,200,Hamalah,RHA,1,27.9
Bahrain Finder,1746268011-2098,51000,169.6,Hamalah,RHA,2,27.9
Bahrain Finder,1746268045-2360,120000,400.2,Salmabad,RB,2,27.9
Bahrain Finder,1746268078-2573,180048,599.1,Diyar Al Muharraq,RA,2,27.9
Bahrain Finder,1746268171-3237,49372,164.4,Hamalah,RHA,1,27.9
Property Finder,1746260267-120,90000,301,Sadad,RA,1,27.8
Property Finder,1746262130-848,140000,468,A'Ali,RA,1,27.8
Property Finder,1746263581-1413,148000,495,A'Ali,RB,1,27.8
Property Finder,1746264966-1956,90000,301,Hamala,RHA,1,27.8
Bahrain Finder,1746267784-441,130000,436.6,Hidd,RB,2,27.8
Bahrain Finder,1746267873-1117,91001,304,Hidd,RA,1,27.8
Bahrain Finder,1746267923-1475,145000,500.5,Hamalah,RG,1,27.8
Bahrain Finder,1746267964-1780,150000,500.8,Hamalah,RG,1,27.8
Bahrain Finder,1746267981-1890,90000,300.2,Sadad,RA,1,27.8
Bahrain Finder,1746268103-2776,75079,250.9,Hamalah,RHA,1,27.8
Bahrain Finder,1746268179-3305,140000,468,A'ali,RA,1,27.8
Bahrain Finder,1746268191-3403,60000,200.2,Diraz,RHB,1,27.8
Bahrain Finder,1746268191-3410,60000,200.8,Diraz,RHB,1,27.8
Bahrain Finder,1746268222-3607,140044,468,A'ali,RA,1,27.8
Bahrain Finder,1746268226-3632,120000,400.9,Zallaq,RA,2,27.8
Bahrain Finder,1746268230-3664,83009,277.4,Hamalah,RHA,2,27.8
Property Finder,1746262375-943,94000,315,Karzakkan,RA,1,27.7
Property Finder,1746264608-1816,64000,215,Hamala,RHA,1,27.7
Property Finder,1746264862-1916,48000,161,Hamala,RHA,1,27.7
Property Finder,1746264963-1955,60000,201,Hamala,RHA,1,27.7
Property Finder,1746265125-2020,104000,349,Salmabad,RB,1,27.7
Bahrain Finder,1746267796-534,48153,161.5,Hamalah,RHA,1,27.7
Bahrain Finder,1746267796-537,48153,161.5,Hamalah,RHA,1,27.7
Bahrain Finder,1746267796-539,48153,161.5,Hamalah,RHA,1,27.7
Bahrain Finder,1746267848-945,74000,247.5,Daih,RHB,2,27.7
Bahrain Finder,1746267885-1198,90000,301.6,Hamalah,RHA,2,27.7
Bahrain Finder,1746267897-1298,145205,487,Malkiya,RB,2,27.7
Bahrain Finder,1746267923-1473,48000,160.9,Hamalah,RHA,1,27.7
Bahrain Finder,1746267931-1532,100000,335,Jid Ali,RB,2,27.7
Bahrain Finder,1746267960-1744,48000,161.5,Hamalah,RHA,1,27.7
Bahrain Finder,1746267960-1747,48000,161.5,Hamalah,RHA,1,27.7
Bahrain Finder,1746268007-2064,90000,301.9,Sadad,RA,1,27.7
Bahrain Finder,1746268099-2724,92000,308.4,Sadad,RA,1,27.7
Bahrain Finder,1746268120-2879,128000,429.4,Dair,RB,2,27.7
Bahrain Finder,1746268195-3412,104268,349.7,Salmabad,RB,1,27.7
Bahrain Finder,1746268209-3519,177032,594.6,East Riffa,RHA,2,27.7
Bahrain Finder,1746268222-3620,115000,386,Karzakkan,RA,1,27.7
Property Finder,1746260308-136,89276,301,Hamala,RHA,1,27.6
Property Finder,1746261034-419,110000,370,Shahrakan,RA,1,27.6
Property Finder,1746261518-608,94000,316,Sadad,RA,1,27.6
Property Finder,1746261633-653,49000,165,Hamala,RHA,1,27.6
Property Finder,1746262015-803,92500,311,Malkiyah,RB,1,27.6
Property Finder,1746262993-1183,90491,305,Hamala,RHA,1,27.6
Property Finder,1746263855-1521,85000,286,Karzakkan,RA,1,27.6
Property Finder,1746264513-1778,104000,350,Salmabad,RB,1,27.6
Bahrain Finder,1746267763-294,48000,161.5,Hamalah,RHA,1,27.6
Bahrain Finder,1746267763-295,48000,161.5,Hamalah,RHA,1,27.6
Bahrain Finder,1746267848-927,47979,161.5,Hamalah,RHA,,27.6
Bahrain Finder,1746267935-1578,118000,397.8,Tubli,RB,1,27.6
Bahrain Finder,1746267973-1831,85000,286.5,Dar Kulaib,RHA,1,27.6
Bahrain Finder,1746267981-1882,79000,266.3,Hamalah,RHA,2,27.6
Bahrain Finder,1746268045-2355,96000,322.6,Hamalah,RA,1,27.6
Bahrain Finder,1746268111-2829,48000,161.4,Hamalah,RHA,1,27.6
Bahrain Finder,1746268136-3001,73000,245.1,Shahrakkan,RHA,2,27.6
Bahrain Finder,1746268205-3484,49000,165.4,Hamalah,RHA,2,27.6
Bahrain Finder,1746268213-3548,104000,349.7,Salmabad,RB,1,27.6
Bahrain Finder,1746268226-3637,100002,337,Al Khamis,RHB,2,27.6
Property Finder,1746260998-404,152252,514,Samaheej,RB,1,27.5
Property Finder,1746261049-424,90000,304,Dumistan,RA,1,27.5
Property Finder,1746261599-640,80000,270,Shahrakan,RA,1,27.5
Property Finder,1746261816-725,129948,439,Tubli,RB,1,27.5
Property Finder,1746262233-887,109582,370,Barbar,RA,1,27.5
Property Finder,1746263181-1257,138000,467,Al Thurya villa Diyar Al Muharraq,RHB,1,27.5
Property Finder,1746263188-1260,48000,162,Hamala,RHA,1,27.5
Property Finder,1746263230-1276,119000,402,Zallaq,RA,1,27.5
Property Finder,1746263321-1312,100200,338,Hidd,RA,2,27.5
Property Finder,1746263527-1392,97534,330,Salmabad,RB,1,27.5
Property Finder,1746263846-1517,71160,240,Hamala,RHA,1,27.5
Property Finder,1746263880-1530,110000,371,Galali,RA,1,27.5
Property Finder,1746264428-1745,80000,270,Hamala,RA,1,27.5
Property Finder,1746264440-1749,59200,200,Hamala,RHA,1,27.5
Property Finder,1746264447-1752,120000,405,Karzakkan,RB,1,27.5
Property Finder,1746264651-1833,51535,174,Hamala,RHA,1,27.5
Bahrain Finder,1746267738-138,106623,360.2,Sadad,RB,2,27.5
Bahrain Finder,1746267784-445,141049,476.5,Sadad,RA,2,27.5
Bahrain Finder,1746267784-452,49000,165.5,Hamalah,RHA,1,27.5
Bahrain Finder,1746267848-943,120000,408,Arad,RB,1,27.5
Bahrain Finder,1746267856-992,94427,319,Karzakkan,RB,1,27.5
Bahrain Finder,1746267877-1151,49000,165.4,Hamalah,RHA,1,27.5
Bahrain Finder,1746267918-1445,71753,242.4,Hamalah,RHA,1,27.5
Bahrain Finder,1746267918-1453,63820,215.6,Hamalah,RHA,1,27.5
Bahrain Finder,1746267947-1665,80000,270.4,Hamalah,RA,1,27.5
Bahrain Finder,1746267964-1776,118611,400.7,Malkiya,RB,1,27.5
Bahrain Finder,1746267964-1777,118611,400.7,Malkiya,RB,1,27.5
Bahrain Finder,1746267964-1782,127462,430.6,Malkiya,RB,2,27.5
Bahrain Finder,1746267964-1783,118641,400.8,Malkiya,RB,1,27.5
Bahrain Finder,1746267964-1784,118552,400.5,Malkiya,RB,1,27.5
Bahrain Finder,1746267964-1790,115000,389.3,Al Eker,RA,1,27.5
Bahrain Finder,1746267973-1845,90815,306.8,Barbar,RA,2,27.5
Bahrain Finder,1746267973-1849,85902,290.2,Barbar,RA,1,27.5
Bahrain Finder,1746267981-1897,92000,311,Malkiya,RB,3,27.5
Bahrain Finder,1746268020-2164,89276,301.6,Hamalah,RHA,2,27.5
Bahrain Finder,1746268029-2217,131044,442.7,Sitra,RB,1,27.5
Bahrain Finder,1746268033-2251,48486,163.8,Hamalah,RHA,1,27.5
Bahrain Finder,1746268037-2297,100199,338.5,Hidd,RA,2,27.5
