web-scraper-order,web-scraper-start-url,price,size,location,classification,roads,price per foot
"1746268171-3233","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 150,000","1142.2","Askar","SP","1","12.2"
"1746268171-3234","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 239,821","707.3","Dilmunia","SP","","31.5"
"1746268171-3235","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 119,280","335.8","Buqwa","RA","1","33"
"1746268171-3236","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 300,538","1034.1","Sar","RA","1","27"
"1746268171-3237","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 49,372","164.4","Hamalah","RHA","1","27.9"
"1746268171-3238","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 115,740","430.1","Sar","RB","1","25"
"1746268171-3239","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 205,430","867.7","Hamad Town","MOH","3","22"
"1746268171-3240","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 75,000","216","Isa Town","MOH","2","32.3"
"1746268171-3241","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 116,397","400.5","Malkiya","RB","1","27"
"1746268171-3242","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 50,600","167.9","Hamalah","RHA","1","28"
"1746268171-3243","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 50,300","166.9","Hamalah","RHA","1","28"
"1746268171-3244","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 80,017","253.8","Hamalah","RHA","2","29.3"
"1746268171-3245","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 50,000","165.9","Hamalah","RHA","1","28"
"1746268171-3246","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 49,700","164.9","Hamalah","RHA","1","28"
"1746268171-3247","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 115,392","381.5","Karzakkan","RB","2","28.1"
"1746268171-3248","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 129,966","501","Hamad Town","RA","2","24.1"
"1746268171-3249","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 124,070","360.2","Arad","RA","2","32"
"1746268171-3250","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 185,635","706.8","Salmabad","B3*","1","24.4"
"1746268171-3251","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 137,499","425.8","Maqaba","RB","1","30"
"1746268171-3252","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 118,000","373","Maqaba","RA","2","29.4"
"1746268171-3253","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 142,149","440.2","Maqaba","RB","1","30"
"1746268171-3254","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 156,971","486.1","Maqaba","RB","1","30"
"1746268171-3255","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 84,000","274.2","Damistan","RB","2","28.5"
"1746268171-3256","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 84,000","273.6","Damistan","RB","2","28.5"
"1746268171-3257","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 84,000","273.6","Damistan","RB","2","28.5"
"1746268171-3258","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 137,930","640.7","Jaw","RA","1","20"
"1746268171-3259","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 97,070","501","Jaw","RA","1","18"
"1746268171-3260","https://bahrainfinder.bh/en/search-results/page/16/?type%5B0%5D=land&status%5B0%5D","BD 204,832","731.9","Riffa Al Shamali","RA","1","26"
"1746268175-3261","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 50,000","165","Hamalah","RHA","1","28.2"
"1746268175-3262","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 102,120","395.3","Hamalah","RA","1","24"
"1746268175-3263","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 109,000","324.6","Sanad","RA","2","31.2"
"1746268175-3264","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 104,000","312.9","Sanad","RA","1","31"
"1746268175-3265","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 112,611","307.7","Barbar","RA","1","34"
"1746268175-3266","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 126,000","376.8","Sanad","RA","1","31.1"
"1746268175-3267","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 60,000","176.2","Malkiya","RHA","2","31.6"
"1746268175-3268","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 152,418","590","Sadad","RB","2","24"
"1746268175-3269","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 105,337","349.5","Nuwaydirat","RA","1","28"
"1746268175-3270","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 108,260","359.2","Nuwaydirat","RA","1","28"
"1746268175-3271","https://bahrainfinder.bh/en/search-results/page/15/?type%5B0%5D=land&status%5B0%5D","BD 111,311","383","Nuwaydirat","RA","2","27"
