web-scraper-order,web-scraper-start-url,price,size,location,classification,roads,price per foot
"1746267873-1129","https://bahrainfinder.bh/en/search-results/page/87/?type%5B0%5D=land&status%5B0%5D","BD 80,000","220","Diyar Al Muharraq","RHA","1","33.7"
"1746267873-1130","https://bahrainfinder.bh/en/search-results/page/87/?type%5B0%5D=land&status%5B0%5D","BD 150,313","517.2","Sar","RA","3","27"
"1746267877-1131","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 304,127","1561","Sar","RB","1","18.1"
"1746267877-1132","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 120,594","320.1","Shahrakkan","SP","1","35"
"1746267877-1133","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 86,909","367","Nuranah","RA","1","22"
"1746267877-1134","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 56,984","181.3","Salmabad","RB","2","29.2"
"1746267877-1135","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 159,271","569.1","Barbar","Undefined","1","26"
"1746267877-1136","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 491,591","971.7","Zinj","B4","1","47"
"1746267877-1137","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 104,552","346.9","Hamalah","RHA","2","28"
"1746267877-1138","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 95,931","405.1","Askar","RA","1","22"
"1746267877-1139","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 95,931","405.1","Askar","RA","1","22"
"1746267877-1140","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 100,000","333.2","A'ali","RB","1","27.9"
"1746267877-1141","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 47,979","161.5","Hamalah","RHA","1","27.6"
"1746267877-1142","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 50,413","161.5","Hamalah","RHA","1","29"
"1746267877-1143","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 50,413","161.5","Hamalah","RHA","1","29"
"1746267877-1144","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 50,413","161.5","Hamalah","RHA","1","29"
"1746267877-1145","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 147,152","525.8","Malkiya","RA","1","26"
"1746267877-1146","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 471,533","1717.9","Jasrah","RG","1","25.5"
"1746267877-1147","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 53,000","161.5","Hamalah","RHA","1","30.5"
"1746267877-1148","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 75,001","308.2","Askar","RA","1","22.6"
"1746267877-1149","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 115,002","365.4","Hidd","RA","2","29.2"
"1746267877-1150","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 115,002","365.3","Hidd","RA","2","29.2"
"1746267877-1151","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 49,000","165.4","Hamalah","RHA","1","27.5"
"1746267877-1152","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 289,044","1678.3","Tubli","RB","1","16"
"1746267877-1153","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 437,707","2541.5","Tubli","RB","1","16"
"1746267877-1154","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 170,376","565.3","Diyar Al Muharraq","SP","3","28"
"1746267877-1155","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 124,725","568","Arad","RA","1","20.4"
"1746267877-1156","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 137,000","293","Amwaj Island","SP","2","43.4"
"1746267877-1157","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 159,467","673.4","A'ali","RB","1","22"
"1746267877-1158","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 1,501,403","7749.1","Hamalah","RHA","2","18"
"1746267877-1159","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 121,633","452","Hidd","B3*","2","25"
"1746267877-1160","https://bahrainfinder.bh/en/search-results/page/86/?type%5B0%5D=land&status%5B0%5D","BD 129,353","462.2","Hidd","B3*","2","26"
"1746267881-1161","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 96,876","360","Tubli","RB","2","25"
"1746267881-1162","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 63,000","170","Sanabis","RHB","2","34.4"
"1746267881-1163","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 80,000","208.2","Buqwa","RHA","1","35.7"
"1746267881-1164","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 1,655,727","5493.6","Dilmunia","SP","1","28"
"1746267881-1165","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 150,000","433.5","Salmabad","S","2","32.1"
"1746267881-1166","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 1,461,058","4847.7","Dilmunia","SP","2","28"
"1746267881-1167","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 52,152","161.5","Hamalah","RHA","1","30"
"1746267881-1168","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 116,251","432","Hamad Town","MOH","1","25"
"1746267881-1169","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 102,247","413","Nuranah","RA","2","23"
"1746267881-1170","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 934,611","5107.5","Janabiyah","RG","1","17"
"1746267881-1171","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 2,799,932","1858","Seef District","BA","2","140"
"1746267881-1172","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 137,822","388","Al Qurayyah","RA","2","33"
"1746267881-1173","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 99,976","387","Budaiya","RB","1","24"
"1746267881-1174","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 79,273","320.2","Askar","RA","1","23"
"1746267881-1175","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 230,000","450","Um Alhasam","BD","1","47.5"
"1746267881-1176","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 180,624","599.3","Jari Alshaikh","RA","2","28"
"1746267881-1177","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 85,423","248","Sitra","RA","1","32"
"1746267881-1178","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 209,993","594.6","East Riffa","RB","2","32.8"
"1746267881-1179","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 102,792","397.9","Budaiya","RB","1","24"
"1746267881-1180","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 102,224","395.7","Budaiya","RB","1","24"
"1746267881-1181","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 103,360","400.1","Budaiya","RB","1","24"
"1746267881-1182","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 105,039","406.6","Budaiya","RB","1","24"
"1746267881-1183","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 104,471","404.4","Budaiya","RB","1","24"
"1746267881-1184","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 101,655","393.5","Budaiya","RB","1","24"
"1746267881-1185","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 101,087","391.3","Budaiya","RB","1","24"
"1746267881-1186","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 433,051","1828.7","Maameer","LD","2","22"
"1746267881-1187","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 220,610","602.8","Dilmunia","SP","1","34"
"1746267881-1188","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 111,407","345","Arad","RA","1","30"
"1746267881-1189","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 207,745","772","Qadam","B4","1","25"
"1746267881-1190","https://bahrainfinder.bh/en/search-results/page/85/?type%5B0%5D=land&status%5B0%5D","BD 87,905","314.1","Hamalah","RHA","2","26"
"1746267885-1191","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 51,092","162","Hamalah","RHA","1","29.3"
"1746267885-1192","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 356,827","390","Hoora","BB","1","85"
"1746267885-1193","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 86,005","229.6","Bani Jamrah","RHA","2","34.8"
"1746267885-1194","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 115,056","305.4","Hidd","RB","1","35"
"1746267885-1195","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 60,760","201.6","Diyar Al Muharraq","SP","1","28"
"1746267885-1196","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 56,963","189","Diyar Al Muharraq","SP","1","28"
"1746267885-1197","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 559,082","742","Seef District","BD","2","70"
"1746267885-1198","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 90,000","301.6","Hamalah","RHA","2","27.7"
"1746267885-1199","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 185,000","416.3","Muharraq","RHB","2","41.3"
"1746267885-1200","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 119,709","542.5","Jaw","RA","2","20.5"
"1746267885-1201","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 130,000","422","Arad","RA","2","28.6"
"1746267885-1202","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 72,005","520.5","Askar","WS","1","12.9"
"1746267885-1203","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 95,907","330","Riffa - Al Hajiyat","RB","1","27"
"1746267885-1204","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 89,513","308","Riffa - Al Hajiyat","RB","1","27"
"1746267885-1205","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 96,198","331","Riffa - Al Hajiyat","RB","1","27"
"1746267885-1206","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 144,151","558","Malkiya","RA","1","24"
"1746267885-1207","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 1,141,522","1515","Jurdab","RB*","2","70"
"1746267885-1208","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 100,622","328","Sar","RB","1","28.5"
"1746267885-1209","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 97,099","334.1","Hamalah","RHA","2","27"
"1746267885-1210","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 124,104","480.4","Damistan","SP","2","24"
"1746267885-1211","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 134,722","521.5","Damistan","SP","1","24"
"1746267885-1212","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 136,659","529","Damistan","SP","1","24"
"1746267885-1213","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 54,999","237.8","Riffa - Al Hunainiyah","RHB","1","21.5"
"1746267885-1214","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 57,999","295.2","Riffa - Al Hunainiyah","RHB","1","18.3"
"1746267885-1215","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 197,713","656","Tubli","RA","2","28"
"1746267885-1216","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 126,584","420","Tubli","RA","1","28"
"1746267885-1217","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 127,187","422","Tubli","RA","1","28"
"1746267885-1218","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 126,584","420","Tubli","RA","1","28"
"1746267885-1219","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 134,722","521.5","Damistan","SP","1","24"
"1746267885-1220","https://bahrainfinder.bh/en/search-results/page/84/?type%5B0%5D=land&status%5B0%5D","BD 500","368.7","Sadad","RB","2","0.1"
"1746267889-1221","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 70,018","453.3","Askar","WS","1","14.3"
"1746267889-1222","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 115,048","301.5","Riffa","RA","1","35.5"
"1746267889-1223","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 519,057","3444.4","Ras Zuwaid","LD","2","14"
"1746267889-1224","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 170,450","1163.5","Ras Zuwaid","LD","2","13.6"
"1746267889-1225","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 235,251","733.4","A'ali","RB","2","29.8"
"1746267889-1226","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 131,256","435.5","A'ali","RA","1","28"
"1746267889-1227","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 131,880","460.6","Salmabad","RB","1","26.6"
"1746267889-1228","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 120,286","399.1","A'ali","RB","2","28"
"1746267889-1229","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 550,498","2273","Sanad","RA","1","22.5"
"1746267889-1230","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 69,844","168.1","Jid Ali","RB","2","38.6"
"1746267889-1231","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 114,120","380","Jid Ali","RB","1","27.9"
"1746267889-1232","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 241,921","899","A'ali","RB","2","25"
"1746267889-1233","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 498,265","2314","Janabiyah","RG","1","20"
"1746267889-1234","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 148,944","532.2","Jurdab","RA","1","26"
"1746267889-1235","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 122,000","395.8","Galali","RA","2","28.6"
"1746267889-1236","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 141,885","488.2","Jurdab","RA","1","27"
"1746267889-1237","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 175,861","640.7","Isa Town","MOH","2","25.5"
"1746267889-1238","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 105,030","390.3","Hamalah","RHA","2","25"
"1746267889-1239","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 84,140","292","Hamalah","RHA","2","26.8"
"1746267889-1240","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 437,742","1452.4","Arad","RA","1","28"
"1746267889-1241","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 250,005","553","Janabiyah","BD","2","42"
"1746267889-1242","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 254,978","658","Janabiyah","B3","2","36"
"1746267889-1243","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 42,000","160","Hamalah","RHA","1","24.4"
"1746267889-1244","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 81,254","260.3","Hamalah","RHA","","29"
"1746267889-1245","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 136,904","407","Janabiyah","B3","1","32"
"1746267889-1246","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 103,011","319","Tubli","RB","2","30"
"1746267889-1247","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 74,999","181","Sitra","RHB","2","38.5"
"1746267889-1248","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 145,000","363.9","Daih","RHB","2","37"
"1746267889-1249","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 69,027","201.8","Hamalah","RHA","1","31.8"
"1746267889-1250","https://bahrainfinder.bh/en/search-results/page/83/?type%5B0%5D=land&status%5B0%5D","BD 110,154","416","Hamalah","RA","1","24.6"
"1746267893-1251","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 125,000","387.5","Hamad Town","RA","2","29.9"
"1746267893-1252","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 538,762","2275.1","Sar","RG","1","22"
"1746267893-1253","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 145,388","521.5","Damistan","SP","1","25.9"
"1746267893-1254","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 109,362","406.4","Hamalah","RA","1","25"
"1746267893-1255","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 95,043","349","Hamalah","RA","1","25.3"
"1746267893-1256","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 60,123","163.8","Sitra","RHA","1","34.1"
"1746267893-1257","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 89,150","368.1","Ra's Hayyan","RA","1","22.5"
"1746267893-1258","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 89,150","368.1","Ra's Hayyan","RA","1","22.5"
"1746267893-1259","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 73,305","200.3","Hamalah","RA","1","34"
"1746267893-1260","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 166,188","643.3","Barbar","RG","2","24"
"1746267893-1261","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 117,059","375","Sadad","RA","2","29"
"1746267893-1262","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 122,301","437","Nuwaydirat","RA","1","26"
"1746267893-1263","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 105,054","300.3","A'ali","RA","1","32.5"
"1746267893-1264","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 184,417","535.4","Riffa","RA","1","32"
"1746267893-1265","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 201,591","985.7","A'ali","BD","1","19"
"1746267893-1266","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 605,858","2962","A'ali","B4","3","18.9"
"1746267893-1267","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 125,551","486","Salmabad","RB","1","24"
"1746267893-1268","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 281,199","933","Sanad","RA","1","28"
"1746267893-1269","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 145,798","1050","Ras Zuwaid","LD","1","12.9"
"1746267893-1270","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 146,929","1050","Ras Zuwaid","LD","1","13"
"1746267893-1271","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 200,112","704.2","A'ali","RA","1","26.4"
"1746267893-1272","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 120,000","418","Qalaah","RA","1","27.1"
"1746267893-1273","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 56,737","175.7","Hamalah","RHA","1","30"
"1746267893-1274","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 55,284","171.2","Hamalah","RHA","1","30"
"1746267893-1275","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 87,867","453.5","Askar","WS","1","18"
"1746267893-1276","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 50,664","168.1","Hamalah","RHA","2","28"
"1746267893-1277","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 187,552","792","Tubli","B3","1","22"
"1746267893-1278","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 102,207","306.3","Sitra","RA","1","31"
"1746267893-1279","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 201,782","721","Tubli","RB","1","26"
"1746267893-1280","https://bahrainfinder.bh/en/search-results/page/82/?type%5B0%5D=land&status%5B0%5D","BD 87,473","338.6","Ra's Hayyan","RA","1","24"
"1746267897-1281","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 262,525","1060.4","Salmabad","LD","1","23"
"1746267897-1282","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 55,813","178.8","Hamalah","RHA","1","29"
"1746267897-1283","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 247,770","959.1","Jurdab","RA","1","24"
"1746267897-1284","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 98,333","424.9","Ra's Hayyan","RA","1","21.5"
"1746267897-1285","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 117,753","429","Tubli","RB","1","25.5"
"1746267897-1286","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 71,795","226.1","Hamalah","RHA","1","29.5"
"1746267897-1287","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 134,550","500","Tubli","B3","1","25"
"1746267897-1288","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 363,930","966","Jid Ali","RB","1","35"
"1746267897-1289","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 115,041","280","Salmabad","S","1","38.2"
"1746267897-1290","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 590,621","3658","Damistan","RG","1","15"
"1746267897-1291","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 111,979","325.2","Hamad Town","RA","1","32"
"1746267897-1292","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 64,000","178.4","Bani Jamrah","RHA","2","33.3"
"1746267897-1293","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 326,919","1320.5","Salmabad","LD","1","23"
"1746267897-1294","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 115,961","399","Sanad","RHB","1","27"
"1746267897-1295","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 262,525","1060.4","Salmabad","LD","1","23"
"1746267897-1296","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 136,000","501","Al Qurayyah","RB","1","25.3"
"1746267897-1297","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 147,152","525.8","Malkiya","RA","1","26"
"1746267897-1298","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 145,205","487","Malkiya","RB","2","27.7"
"1746267897-1299","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 105,272","391.2","Hamalah","RA","1","25"
"1746267897-1300","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 270,992","1094.6","Salmabad","LD","1","23"
"1746267897-1301","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 133,646","388","Al Qurayyah","RA","2","32"
"1746267897-1302","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 85,000","286.5","Hamalah","RHA","2","27.9"
"1746267897-1303","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 77,415","248","Hamalah","RHA","2","29"
"1746267897-1304","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 279,261","1081","Sar","RG","1","24"
"1746267897-1305","https://bahrainfinder.bh/en/search-results/page/81/?type%5B0%5D=land&status%5B0%5D","BD 125,461","477.69","Hamad Town","MOH","1","24.4"
